patient_id,name,nhs_number,dob,age,gender,ward,bay,bed,hospital_site,consultant,registrar,team,specialty,admission_date,admission_reason,days_in,patient_class,priority,escalation_flag,dnacpr,isolation,vte_status,dw_diet,dw_activity,dw_vitals,dw_investigations,dw_drains,dw_wounds,dw_examination,dw_nursing,dw_drugs,dw_barriers,obs_hr,obs_hr_flag,obs_bp,obs_bp_flag,obs_temp,obs_temp_flag,obs_o2,obs_o2_flag,obs_rr,obs_rr_flag,news_score,medications,allergies,antibiotics,abx_day,abx_review,bloods,imaging,ecg,microbiology,social_situation,mobility,discharge_plan,expected_discharge,ttl_written,procedures,operation_date,post_op_day,case_classification,alerts,tags,status,created_at,last_updated,updated_by
KCH0087,Ms Lakshmi Baker,451 401 8419,09/07/1967,59 yrs,Female,Orthopaedic Ward,Bay 3,Bed C,King's College Hospital,Mr Fraser,Dr Priya Okafor,Respiratory,Respiratory,10/02/2026,Community-acquired pneumonia,7,Inpatient,green,None,Pending,MRSA,Apixaban 2.5mg BD,Full diet — eating and drinking well,Wheelchair transfers only,HR 66 | BP 116/84 | Temp 37.1°C | O2 98% | RR 17 | NEWS 0,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,IDC in situ — UO monitoring. IV cannula.,Wound clean and dry. Steristrips intact. NERDS 0.,Examination unremarkable. Improving.,No nursing concerns,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",Family not yet informed of diagnosis,66,ok,116/84,ok,37.1,ok,98%,ok,17,ok,0,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",Sulphonamides — rash,,,,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,,"AF rate 88bpm, no ST changes",Blood cultures: Staph aureus — MSSA,Complex social situation. Homeless pre-admission. SW involved. Awaiting placement.,Mobilising with frame,Not ready — awaiting physio milestones and wound review.,17/02/2026,,Community-acquired pneumonia,,,P4 - Elective,,RESPIRATORY|MRSA,Active,2026-02-17T13:38:03.428277,2026-02-17T13:38:03.428277,system
KCH0088,Miss Karen Brown,133 467 8415,07/09/1961,65 yrs,Female,Orthopaedic Ward,Bay 2,Bed D,King's College Hospital,Dr Chen,Dr Beverley Boateng,Orthopaedics,Orthopaedics,07/02/2026,Hip hemiarthroplasty (NOF #),10,Day Case,amber,amber,Yes,Droplet,Rivaroxaban 10mg OD,Soft diet — SALT assessment complete,Bed rest — haemodynamically unstable,HR 102 | BP 103/72 | Temp 37.6°C | O2 95% | RR 20 | NEWS 2,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,IDC in situ — UO monitoring. IV cannula.,Healing well. Sutures for removal day 10.,Cool peripheries. JVP elevated. Bibasal creps.,Wound soaking dressings — concern re infection,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",NHS continuing healthcare assessment pending,102,warn,103/72,warn,37.6,ok,95%,ok,20,ok,2,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",Latex — contact dermatitis,,,,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"MRI spine: L4/5 disc prolapse, no cord compression",,,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Bed-bound — hoist transfers,Not ready — awaiting physio milestones and wound review.,27/02/2026,,Hip hemiarthroplasty (NOF #),,,P1b - Urgent - Procedure needed within 72 hours,MONITOR — wound concern. Erythema noted. TVN referral made.,ORTHOPAEDICS|MONITOR|DNACPR|DROPLET,Active,2026-02-17T13:38:03.428319,2026-02-17T13:38:03.428319,system
KCH0089,Miss Sarah Johnson,577 826 3536,01/06/1966,60 yrs,Female,Gynae Ward,Bay 1,Bed C,King's College Hospital,Mr Thompson,Dr Aisha Khan,Cardiac Surgery,Cardiac Surgery,05/02/2026,Aortic valve replacement,12,Day Case,green,None,No,Contact,Not indicated — fully mobile low risk,Soft/purée — thin fluids safe with chin tuck,"Fully mobile, no restrictions",HR 85 | BP 132/75 | Temp 36.8°C | O2 97% | RR 16 | NEWS 0,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,No drains. Peripheral cannula in situ.,Healing well. Sutures for removal day 10.,Chest clear. Mild abdominal tenderness — expected post-op.,Compliant and motivated. Good progress,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Family not yet informed of diagnosis,85,ok,132/75,ok,36.8,ok,97%,ok,16,ok,0,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Sulphonamides — rash,Omeprazole 40mg OD,3,21/02/2026,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,CXR: bilateral basal atelectasis — improving,Sinus bradycardia 48bpm,,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Fully mobile — independent,Discharge today if bloods acceptable. TTL with pharmacy.,19/02/2026,Complete,Aortic valve replacement,06/02/2026,Day 11,P1b - Urgent - Procedure needed within 72 hours,,CARDIAC SURGERY|CONTACT|DC PLAN,Active,2026-02-17T13:38:03.428368,2026-02-17T13:38:03.428368,system
KCH0090,Mr Arthur Clark,941 888 7143,01/09/1962,64 yrs,Male,CCU,Bay 4,Bed A,King's College Hospital,Mr Adeyemi,Dr Arthur Harris,Gynaecology,Gynaecology,31/01/2026,Ovarian cystectomy,17,Inpatient,green,None,No,CDiff,Not indicated — fully mobile low risk,NBM — return to theatre possible,Weight-bearing as tolerated with crutches,HR 63 | BP 115/82 | Temp 36.8°C | O2 96% | RR 13 | NEWS 2,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,PICC line in situ. Arterial line R radial.,Wound clean and dry. Steristrips intact. NERDS 0.,Cool peripheries. JVP elevated. Bibasal creps.,IDC in situ — monitoring UO. IV access secure,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Awaiting scan result before discharge,63,ok,115/82,ok,36.8,ok,96%,ok,13,ok,2,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Penicillin — anaphylaxis,Amoxicillin 500mg TDS,7,18/02/2026,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,,"AF rate 88bpm, no ST changes",,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Bed-bound — hoist transfers,Step-down to ward from HDU — discharge planning to begin.,17/02/2026,,Ovarian cystectomy,02/02/2026,Day 15,P1a - Emergency - Procedure needed within 24 hours,,GYNAECOLOGY|CDIFF,Active,2026-02-17T13:38:03.428421,2026-02-17T13:38:03.428421,system
KCH0091,Mrs Amina Harris,647 106 2036,22/02/1949,77 yrs,Female,Ward 5A,Bay 3,Bed A,King's College Hospital,Mr Adeyemi,Dr Daniel Sharma,Cardiac Surgery,Cardiac Surgery,14/02/2026,Aortic valve replacement,3,Day Case,amber,amber,Yes,,Tinzaparin 3500u SC daily,Nutritional supplements BD — poor intake,"Mobilising with zimmer frame, physio BD",HR 104 | BP 128/72 | Temp 37.6°C | O2 93% | RR 19 | NEWS 3,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,Chest drain removed day 2. Cannula only.,Wound — mild erythema 1cm. No exudate. Monitor.,Examination unremarkable. Improving.,Family very anxious — need update today,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Family not yet informed of diagnosis,104,warn,128/72,ok,37.6,ok,93%,warn,19,ok,3,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",NKDA,Omeprazole 40mg OD,4,19/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,,Sinus tachycardia 104bpm,MSU: ESBL E.coli — sensitive to meropenem,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Walking with stick — improving,Awaiting cardiology outpatient slot before discharge.,20/02/2026,Written,Aortic valve replacement,16/02/2026,Day 1,P4 - Elective,AMBER — NEWS 3. Increased monitoring. Senior review today.,CARDIAC SURGERY|MONITOR|DNACPR,Active,2026-02-17T13:38:03.428485,2026-02-17T13:38:03.428485,system
KCH0092,Mr Paul Thompson,285 787 1891,07/02/1966,60 yrs,Male,Ward 5A,Bay 3,Bed A,King's College Hospital,Mr Adeyemi,Dr Mark White,Urology,Urology,24/01/2026,Transurethral resection prostate (TURP),24,Surgery Admit,green,None,Yes,,Tinzaparin 3500u SC daily,Nutritional supplements BD — poor intake,Bed rest — haemodynamically unstable,HR 75 | BP 140/75 | Temp 36.6°C | O2 97% | RR 12 | NEWS 1,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,No drains. Peripheral cannula in situ.,Sternal wound — staple line intact. Clean and dry.,Bibasal crepitations — improving. Abdomen soft.,IDC in situ — monitoring UO. IV access secure,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",NHS continuing healthcare assessment pending,75,ok,140/75,ok,36.6,ok,97%,ok,12,ok,1,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",Penicillin — rash,,,,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"CXR: cardiomegaly, upper lobe diversion",,Sputum: Strep pneumoniae — pen-sensitive,Complex social situation. Homeless pre-admission. SW involved. Awaiting placement.,Wheelchair dependent,Rehab unit transfer pending — OT assessment complete.,21/02/2026,,Transurethral resection prostate (TURP),11/02/2026,Day 6,P2a - Procedure can be deferred for up to 2 weeks,,UROLOGY|DNACPR,Active,2026-02-17T13:38:03.428527,2026-02-17T13:38:03.428527,system
KCH0093,Ms Priya Mitchell,598 664 2783,25/05/1953,73 yrs,Female,Ward 5A,Bay 3,Bed B,King's College Hospital,Dr Mensah,Dr Grace White,General Surgery,General Surgery,08/02/2026,Elective lap cholecystectomy,9,Day Case,green,None,Pending,,Not indicated — fully mobile low risk,Low-sodium cardiac diet. Eating 80% meals,Bed rest — haemodynamically unstable,HR 83 | BP 112/65 | Temp 37.2°C | O2 96% | RR 18 | NEWS 2,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,No lines in situ.,Wound dehiscence — TVN referral made. Dressing daily.,Cool peripheries. JVP elevated. Bibasal creps.,Wound soaking dressings — concern re infection,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",NHS continuing healthcare assessment pending,83,ok,112/65,ok,37.2,ok,96%,ok,18,ok,2,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",NKDA,,,,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"CXR: clear lung fields, no pneumothorax",AF with fast ventricular response — rate controlled,C.diff toxin: negative,Lives with family. Good support network. Daughter is main carer.,Mobilising with crutches NWB,Home with GP follow-up in 2 weeks. TTL written.,18/02/2026,,Elective lap cholecystectomy,09/02/2026,Day 8,P4 - Elective,,GENERAL SURGERY,Active,2026-02-17T13:38:03.428569,2026-02-17T13:38:03.428569,system
KCH0094,Mr Patrick Asante,243 556 3608,25/09/1977,49 yrs,Male,Gynae Ward,Bay 2,Bed D,King's College Hospital,Dr Patel,Dr William Thompson,General Surgery,General Surgery,23/01/2026,Elective lap cholecystectomy,25,Day Case,green,None,No,Droplet,Apixaban 2.5mg BD,NBM — return to theatre possible,Wheelchair transfers only,HR 67 | BP 112/73 | Temp 36.6°C | O2 96% | RR 17 | NEWS 0,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,Chest drain in situ — draining serosanguinous fluid.,Port sites clean. Day 2 post-op. No concerns.,Chest clear. Mild abdominal tenderness — expected post-op.,Wound soaking dressings — concern re infection,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Awaiting scan result before discharge,67,ok,112/73,ok,36.6,ok,96%,ok,17,ok,0,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Codeine — nausea,Omeprazole 40mg OD,6,21/02/2026,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,"CXR: clear lung fields, no pneumothorax","Sinus rhythm 72bpm, normal axis, no ST changes",Blood cultures: Staph aureus — MSSA,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Mobilising with frame,Awaiting cardiology outpatient slot before discharge.,21/02/2026,Complete,Elective lap cholecystectomy,07/02/2026,Day 10,P4 - Elective,,GENERAL SURGERY|DROPLET,Active,2026-02-17T13:38:03.428614,2026-02-17T13:38:03.428614,system
KCH0095,Ms Carol Mensah,550 269 4768,17/03/1998,28 yrs,Female,Thoracic Ward,Bay 2,Bed B,King's College Hospital,Ms Osei,Dr Derek Scott,Cardiac Surgery,Cardiac Surgery,28/01/2026,Aortic dissection type A repair,20,Inpatient,urgent,escalate,No,,Enoxaparin 40mg SC daily,NBM — return to theatre possible,"Fully mobile, no restrictions",HR 121 | BP 77/53 | Temp 39.2°C | O2 93% | RR 23 | NEWS 10,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,PICC line in situ. Arterial line R radial.,Wound — mild erythema 1cm. No exudate. Monitor.,Chest clear. Abdomen soft. Calves non-tender.,"Night-time confusion, falls risk HIGH","Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Awaiting scan result before discharge,121,bad,77/53,bad,39.2,bad,93%,warn,23,warn,10,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Codeine — nausea,,,,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"MRI spine: L4/5 disc prolapse, no cord compression",Sinus tachycardia 104bpm,Wound swab: pending,Residential care home. POC already in place. Ready to return when medically fit.,Mobilising with crutches NWB,Complex social situation. Family meeting this week. Package of care to arrange.,,,Aortic dissection type A repair,31/01/2026,Day 17,P4 - Elective,CRITICAL — haemodynamically unstable. NEWS 10. ICU review urgently.,CARDIAC SURGERY|URGENT,Active,2026-02-17T13:38:03.428654,2026-02-17T13:38:03.428654,system
KCH0096,Mr Keith Davies,582 988 8891,15/10/1971,55 yrs,Male,Medical Ward 3,Bay 2,Bed B,King's College Hospital,Ms Nwosu,Dr Beverley Clark,Respiratory,Respiratory,11/02/2026,Pulmonary embolism,6,Inpatient,amber,amber,No,,Mechanical — TED stockings only,Soft diet — SALT assessment complete,Mobilising well — physio goals met,HR 103 | BP 121/74 | Temp 37.9°C | O2 93% | RR 17 | NEWS 5,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,Chest drain in situ — draining serosanguinous fluid.,Wound — mild erythema 1cm. No exudate. Monitor.,Cool peripheries. JVP elevated. Bibasal creps.,No nursing concerns,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",NHS continuing healthcare assessment pending,103,warn,121/74,ok,37.9,warn,93%,warn,17,ok,5,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",NKDA,Metronidazole 500mg TDS IV,3,18/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"USS abdomen: gallstones, CBD 4mm — normal",,,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Wheelchair dependent,Home with GP follow-up in 2 weeks. TTL written.,28/02/2026,,Pulmonary embolism,,,P4 - Elective,AMBER — NEWS 5. Increased monitoring. Senior review today.,RESPIRATORY|MONITOR,Active,2026-02-17T13:38:03.428700,2026-02-17T13:38:03.428700,system
KCH0097,Ms Christine Osei,879 957 2600,19/12/1954,72 yrs,Female,Cardiac HDU,Bay 1,Bed C,King's College Hospital,Ms Nwosu,Dr Florence Adams,Cardiology,Cardiology,08/02/2026,Atrial fibrillation — rate control,9,Surgery Admit,green,None,No,,Contraindicated — haemorrhage risk,Nutritional supplements BD — poor intake,Sit in chair twice daily. Sternal precautions,HR 66 | BP 110/65 | Temp 36.9°C | O2 96% | RR 16 | NEWS 0,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,No lines in situ.,Wound dehiscence — TVN referral made. Dressing daily.,Cool peripheries. JVP elevated. Bibasal creps.,Compliant and motivated. Good progress,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Complex social situation — POC to arrange,66,ok,110/65,ok,36.9,ok,96%,ok,16,ok,0,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",NKDA,Metronidazole 500mg TDS IV,4,20/02/2026,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,CXR: bilateral basal atelectasis — improving,Sinus tachycardia 104bpm,Wound swab: pending,Lives with family. Good support network. Daughter is main carer.,Mobilising with crutches NWB,Awaiting cardiology outpatient slot before discharge.,19/02/2026,Complete,Atrial fibrillation — rate control,,,P4 - Elective,,CARDIOLOGY,Active,2026-02-17T13:38:03.428745,2026-02-17T13:38:03.428745,system
KCH0098,Ms Sandra Ahmed,975 984 2951,24/03/1948,78 yrs,Female,Ward 6C,Bay 1,Bed B,King's College Hospital,Dr Martinez,Dr Elizabeth King,General Surgery,General Surgery,30/01/2026,Anterior resection (colorectal Ca),18,Day Case,amber,amber,Yes,,Enoxaparin 40mg SC daily,Low-sodium cardiac diet. Eating 80% meals,"Fully mobile, no restrictions",HR 85 | BP 124/80 | Temp 37.0°C | O2 93% | RR 22 | NEWS 3,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,IDC in situ — UO monitoring. IV cannula.,Healing well. Sutures for removal day 10.,Cognitively improved. Chest clear. Mobile.,Compliant and motivated. Good progress,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Nil barriers — for discharge when medically fit,85,ok,124/80,ok,37.0,ok,93%,warn,22,warn,3,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",NKDA,,,,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,CXR: bilateral basal atelectasis — improving,AF with fast ventricular response — rate controlled,,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Walking with stick — improving,Awaiting cardiology outpatient slot before discharge.,01/03/2026,Pharmacy,Anterior resection (colorectal Ca),31/01/2026,Day 17,P4 - Elective,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,GENERAL SURGERY|MONITOR|DNACPR,Active,2026-02-17T13:38:03.428787,2026-02-17T13:38:03.428787,system
KCH0099,Mr Robert Sharma,790 136 6893,20/03/1969,57 yrs,Male,Ward 6C,Bay 1,Bed C,King's College Hospital,Dr Ali,Dr Elizabeth Turner,General Surgery,General Surgery,26/01/2026,Inguinal hernia repair,22,Inpatient,green,None,No,CDiff,Contraindicated — haemorrhage risk,Nutritional supplements BD — poor intake,"Mobilising with zimmer frame, physio BD",HR 72 | BP 128/71 | Temp 36.8°C | O2 96% | RR 12 | NEWS 2,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,PICC line in situ. Arterial line R radial.,Wound clean and dry. Steristrips intact. NERDS 0.,Cool peripheries. JVP elevated. Bibasal creps.,Pressure area care — repositioning 2-hourly,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Cognitive assessment incomplete,72,ok,128/71,ok,36.8,ok,96%,ok,12,ok,2,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",NKDA,Meropenem 1g TDS IV,9,22/02/2026,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,"Echo: EF 30%↓, dilated LV. Urgent cardiology review","Normal sinus rhythm, LBBB — old",Blood cultures: no growth at 48h,Lives with spouse. Fully independent pre-admission. No care package needed.,Mobilising with crutches NWB,Not ready — awaiting physio milestones and wound review.,17/02/2026,,Inguinal hernia repair,07/02/2026,Day 10,P2a - Procedure can be deferred for up to 2 weeks,,GENERAL SURGERY|CDIFF,Active,2026-02-17T13:38:03.428886,2026-02-17T13:38:03.428886,system
KCH0100,Miss Grace Baker,875 447 8517,25/04/1937,89 yrs,Female,Ward 4B,Bay 4,Bed A,King's College Hospital,Mr Adeyemi,Dr Peter Baker,Urology,Urology,27/01/2026,Transurethral resection prostate (TURP),21,Inpatient,green,None,No,Droplet,Tinzaparin 3500u SC daily,Low-sodium cardiac diet. Eating 80% meals,Bed rest — haemodynamically unstable,HR 81 | BP 132/72 | Temp 37.2°C | O2 99% | RR 14 | NEWS 2,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,Chest drain in situ — draining serosanguinous fluid.,Healing well. Sutures for removal day 10.,Bibasal crepitations — improving. Abdomen soft.,Compliant and motivated. Good progress,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Family not yet informed of diagnosis,81,ok,132/72,ok,37.2,ok,99%,ok,14,ok,2,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Penicillin — anaphylaxis,Omeprazole 40mg OD,1,20/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,CXR: bilateral basal atelectasis — improving,,Blood cultures: Staph aureus — MSSA,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Walking with stick — improving,Nursing home placement in progress. Social worker involved.,19/02/2026,,Transurethral resection prostate (TURP),03/02/2026,Day 14,P2a - Procedure can be deferred for up to 2 weeks,,UROLOGY|DROPLET|DC PLAN,Active,2026-02-17T13:38:03.428931,2026-02-17T13:38:03.428931,system
